North Square
Review,Rating,Date
Busy Xmas eve and reservations were honered.  Good wine list excellent service and cozy ambiance. Go!!!,5,"Dined on December 25, 2016"
"Good food that was served too fast and w/o any nuance.   The staff was sweet but this was Xmas eve for goodness sake and the joy was not super abundant.   The venison was, however, simply amazing!",3,"Dined on December 25, 2016"
"Totally reliable for good food, good value neighborhood restaurant. Appreciate that you can have a conversation!",5,"Dined on December 23, 2016"
"Cozy venue with excellent service as does the hotel above where relative was staying!
Ate a really tasty dinner one night and appreciated how easy it was to have a conversation and hear each other. Also, wait staff were very efficient and there was rush at dinner despite hustle and bustle in another restaurant up the street. Would definitely return when I am in that area meeting someone to go to see a movie at the nearby IFC- or Film Forum.",4,"Dined on December 23, 2016"
Incredible value for sharing the jazz brunch . Wonderful music and great food st a real bargain price. Highland recommend!,5,"Dined on December 19, 2016"
"Our guests were a bit late but we found the waitress friendly, patient and helpful. Even after guests had arrived it took a bit of time to make their dinner selections. The waitress stopped by occasionally but never was anything but helpful and friendly.  All 4 of us had delicious dinner entries. The meals were outstanding. Wines were good, not real great. Desserts likewise were good, not outstanding.  Neighboring tables were too noisy, but they departed about 1/2 hour after we ordered.  All in all for a busy NYC restaurant the entrees and service were excellent, and everything else was good. In all, the meals seemed to be good value too - reasonable prices for the most part. We've been there before and we shall definitely return.",4,"Dined on December 13, 2016"
"We went for Sunday brunch and chose from several options in the menu, price was very reasonable and ambiance was fun. Music was from local jazz group which really played well and made the day complete. The  Bloody Mary was phenomenal and the service was good. I would go back again- nice experience.",4,"Dined on December 12, 2016"
North Square is always reliable quality food for an excellent price. And the service is usually very good. And you can hear yourself talk as the tables are far enough apart.,4,"Dined on December 11, 2016"
"North Square was a great find right next to Washington Square.  Great for later meals.  Make a reservation, as the restaurant does not have too many tables.  Great tasting food.  Fresh and a good wine selection.  Service was friendly.",4,"Dined on December 10, 2016"
"This is a great place to have some good food and also to talk to friends. We especially enjoyed the crab and lobster cakes served with a curry sauce, and the spice-rubbed duck breast. The walnut apple torte was also delicious. This is a neighborhood gem in the big city.",4,"Dined on December 10, 2016"
"Consistently good food and friendly service at reasonable prices. 
Quiet ambiance with slightly older crowd helps to make having a conversation easy.",4,"Dined on December 10, 2016"
"Neighborhood favorite, older clientele, so moderate noise level, great for conversation, food and service always very good.",4,"Dined on December 9, 2016"
A step down than it always has been. Sloooooooow service was a surprise. Solid offering.,4,"Dined on December 8, 2016"
I hosted a friend from out of town for Sunday jazz brunch. It was very nice. I'll definitely go back and recommend it to others.,4,"Dined on December 4, 2016"
cozy restaurant with excellent service and meal; great location corner of Washington Square North,5,"Dined on December 4, 2016"
Very nice.  Crowd was a bit older.  Host was very pleasant.  Service was excellent.  I ordered the cod and it was delicious.,4,"Dined on December 3, 2016"
"The quiet noise level was very much appreciated for our business meeting. Cuisine was very good, particularly the tuna tartare and lobster ravioli appetizers.",4,"Dined on November 23, 2016"
"Quiet and lovely spot. Not too noisy, low key. Great service and excellent fresh food. Will return.",5,"Dined on November 22, 2016"
"What a wonderful Sunday jazz brunch! From the intimate setting, accommodating service, overflowing bread basket to the bottomless cup of coffee, everything was superb!
The jazz trio was a great accompaniment as we enjoyed our lovely meal. 
We can't wait to return!",5,"Dined on November 20, 2016"
"The jazz brunch was lovely- with the very special Roz Coral singing.  The atmosphere was vibrant, and the food quite good.
Thank you.",4,"Dined on November 20, 2016"
"As always, this restaurant does not disappoint-a real neighborhood gem with excellent food, friendly service, and a comfortable atmosphere.",4,"Dined on November 20, 2016"
"Wonderful ambiance, restaurant and service.  The filet mignon was wonderful for the price.  Server was attentive without being intrusive.  Wine was delicous.",5,"Dined on November 20, 2016"
"A wonderful little restaurant, serving excellent food, in the heart of Washington Square. All the wine is high quality. The staff were attentive and accommodating . It's  in a quaint hotel.",4,"Dined on November 20, 2016"
"Consistently a great place to bring out of town friends. Relaxed, conversation good place, never rushed. Delicious food.",4,"Dined on November 19, 2016"
